Unnamed: 0,date,competition_name,city,pool_length,distance,style,age_category,athlete,sex,age,club,time,points,place,fpm
388,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,50 - 54,РУДАКОВ Александр,м,50,КВСП,27.39,656,2,True
389,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,ШИЛИН Александр,м,49,Невские звёзды,24.84,856,1,True
390,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,ПОТЁМКИН Евгений,м,47,АСМ,25.46,795,2,True
391,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,СЛАБЧУК Юрий,м,46,Гидра Мастерс,25.55,787,3,True
392,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,БОНДАРЕНКО Павел,м,49,Сириус СПб,26.23,727,4,True
393,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,ПОЗДЯЕВ Евгений,м,47,Радуга,26.55,701,5,True
394,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,МАРКОВ Сергей,м,46,Свимлайф Мастерс,26.76,685,6,True
395,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,КОРЧИН Денис,м,48,Фитнес Хаус,28.07,593,7,True
396,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,45 - 49,ШЕБАШОВ Сергей,м,47,Тройка,28.92,542,9,True
397,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,ЧУНАЕВ Игорь,м,43,Сибмастерс,24.52,823,1,True
398,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,МИХАЙЛОВ Владимир,м,42,АСМ,26.49,652,3,True
399,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,САЛОВ Антон,м,40,Драфт,27.46,586,4,True
400,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,ВЕРТЯНКИН Александр,м,40,Курносов Тим,27.55,580,5,True
401,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,ПЕТРОВ Дмитрий,м,41,Фитнес Хаус,27.62,575,6,True
402,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,МАЛИНОВСКИЙ Александр,м,40,Драфт,27.81,564,7,True
403,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,40 - 44,ПАВЛОВ Алексей,м,42,Гидра Мастерс,27.86,561,8,True
404,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,БОБОВИК Юрий,м,36,Гидра Мастерс,25.15,690,1,True
405,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,МАРТЫНОВ Максим,м,38,Невские звёзды,26.37,599,2,True
406,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,АЛЕКСАШИН Александр,м,38,Сириус СПб,27.36,536,3,True
407,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,ПРОХОРЕНКО Федор,м,39,Гидра Мастерс,27.38,535,4,True
408,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,МАРТЫНОВ Владимир,м,37,Невские звёзды,27.85,508,5,True
409,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,ЕЛИЗАРОВ Павел,м,37,Плыви Москва,27.99,500,6,True
410,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,БУДНИКОВ Дмитрий,м,38,Волна,29.66,421,7,True
411,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,КРИЕВС Кирилл,м,36,Летс Свим,29.95,408,8,True
412,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,35 - 39,БОГОЯВЛЕНСКИЙ Николай,м,35,Гидра Мастерс,30.33,393,9,True
413,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,МУМИНОВ Диор,м,30,Гравити Спорт,23.44,831,1,True
414,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,ГУСЕВ Владимир,м,31,Фитнес Хаус,23.82,792,2,True
415,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,КОЛЕСНИКОВ Станислав,м,32,Свимлайф Мастерс,23.91,783,3,True
416,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,ИВАНЮК Анатолий,м,34,Гравити Спорт,24.05,769,4,True
417,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,ТИХОМИРОВ Александр,м,34,Гравити Спорт,24.82,700,5,True
418,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,ЛУКЬЯНЕНКО Кирилл,м,31,Свимлайф Мастерс,25.31,660,6,True
419,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,МОРДОВЦЕВ Артур,м,34,Джейси Мастерс,25.79,624,7,True
420,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,КУЗЬМЕНКО Валерий,м,30,Фитнес Хаус,26.73,560,8,True
421,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,30 - 34,ГАЧЕВСКИЙ Андрей,м,32,Территория Фитнеса,27.91,492,9,True
422,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,БРЯНСКИЙ Алексей,м,28,Плыви Москва,22.91,869,1,True
423,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,СТАЦЕВИЧ Дмитрий,м,29,Свимлайф Мастерс,24.93,675,2,True
424,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,ЯРОПОЛОВ Дмитрий,м,27,АСМ,26.16,584,4,True
425,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,МАНАКОВ Игорь,м,29,Плыви Москва,26.53,560,6,True
426,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,КУЗНЕЦОВ Виталий,м,27,Фитнес Хаус,26.79,544,8,True
427,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Вольный стиль ,25 - 29,КОРОМЫСЛОВ Кирилл,м,27,Фитнес Хаус,26.80,543,9,True
428,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,70 - 74,ШАНГИНА Ирина,ж,70,Невские звёзды,43.84,1047,1,True
429,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,70 - 74,БЕЛИНСКАЯ Наталья,ж,71,Невские звёзды,50.54,683,2,True
430,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ОЛЕЙНИК Елена,ж,66,Гравити Спорт,46.53,704,1,True
431,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ЛЕОНТЮК Любовь,ж,69,Джейси Мастерс,50.96,536,2,True
432,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,ПРОКОФЬЕВА Татьяна,ж,60,Спартак,39.39,902,1,True
433,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,МАЛЬЦЕВА Марина,ж,64,Спрут,41.46,774,2,True
434,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,КОРОТКОВА Марина,ж,64,Невские звёзды,45.42,588,3,True
435,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,ФИЛИППОВСКАЯ Светлана,ж,61,Фитнес Хаус,45.94,569,4,True
436,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,КИЙЛО Светлана,ж,62,Спартак,46.47,549,5,True
437,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,ГРИГОРЬЕВА Елена,ж,63,Драфт,46.84,536,6,True
438,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,БЕЛАЯ Наталья,ж,60,Невские звёзды,50.97,416,7,True
439,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,ПИСКУНОВА Екатерина,ж,56,Фитнес Хаус,53.13,322,2,True
440,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,БРОНИЦКАЯ Оксана,ж,53,Цунами,39.81,670,1,True
441,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,ХОРС Елена,ж,50,Тройка,41.23,603,2,True
442,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,ВАХИВСКАЯ Анна,ж,48,Фитнес Хаус,39.26,644,1,True
443,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,КОМИНА Татьяна,ж,48,Гидра Мастерс,40.05,607,2,True
444,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,ШАШКИНА Надежда,ж,45,Плыви Москва,46.55,386,3,True
445,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,КРОМБАЛЕВА Наталья,ж,46,Фитнес Хаус,46.69,383,4,True
446,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,КОСТЕРЕВА Екатерина,ж,49,Фитнес Хаус,47.55,362,5,True
447,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,АСТАХОВА Ольга,ж,45,ФИТкультура,54.03,247,6,True
448,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,ГЛЕБОВА Екатерина,ж,40,Свимлайф Мастерс,36.17,754,1,True
449,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,ПОЛЕЙКИНА Анна,ж,44,Фитнес Хаус,38.77,612,2,True
450,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,НИКИТИНА Елизавета,ж,40,Фитнес Хаус,39.54,577,3,True
451,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,ГОРБУНОВА Анастасия,ж,43,Посейдон,42.38,469,4,True
452,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,РОСТОВА Валентина,ж,43,Невские звёзды,45.99,367,6,True
453,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,БЕРКОВА Светлана,ж,36,Гидра Мастерс,34.05,850,1,True
454,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,БОГДАНОВА Надежда,ж,39,Фитнес Хаус,41.41,472,2,True
455,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,СЕСОРОВА Александра,ж,31,Мэд Вейв,33.29,869,1,True
456,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,НОВОПАШИНА Екатерина,ж,32,Гидра Мастерс,38.58,558,2,True
457,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,ЛОГАЧЕВА Анастасия,ж,34,Гидра Мастерс,43.05,401,3,True
458,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,25 - 29,ПУГАЧЕВА Регина,ж,27,Свимлайф Мастерс,33.76,809,1,True
459,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,25 - 29,ВАРЛАМОВА Дарья,ж,26,Свимлайф Мастерс,34.68,746,2,True
460,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,85 - 89,ЛАШОВ Олег,м,86,Посейдон,1:13.42,289,1,True
461,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,80 - 84,ЧУДАКОВ Николай,м,82,Джейси Мастерс,56.34,471,1,True
462,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,75 - 79,ЕСИПОВ Виктор,м,77,Посейдон,43.82,763,1,True
463,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,75 - 79,ХАРЧЕНКО Александр,м,78,Невские звёзды,45.17,697,2,True
464,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,75 - 79,ЕРШОВ Олег,м,75,Мещера,45.42,685,3,True
465,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,75 - 79,БУРЦЕВ Владимир,м,79,Таврида Мастерс,50.97,485,4,True
466,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,75 - 79,МАШКОВ Георгий,м,76,Мордовские Лисы,52.22,451,5,True
467,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,70 - 74,СТАРИКОВ Илья,м,70,Цунами,37.32,932,1,True
468,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,70 - 74,ГЕТЬМАН Владимир,м,72,SD Riba,40.83,712,2,True
469,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ПОДМАРЕВ Тимур,м,68,Невские звёзды,36.17,822,2,True
470,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ЛУКИН Игорь,м,68,Посейдон,38.90,661,3,True
471,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ЕЛЬЧАНИНОВ Владимир,м,66,Драфт,40.56,583,4,True
472,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,65 - 69,ЛИСОВСКИЙ Александр,м,66,Фитнес Хаус,56.10,220,5,True
473,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,НЕНИШИН Юрий,м,61,АСМ,34.86,796,1,True
474,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,СТЯЖКИН Владимир,м,62,Мэд Вейв,37.15,658,2,True
475,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,РУДЕНКО Виктор,м,62,Гидра Мастерс,40.47,509,3,True
476,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,60 - 64,МОСКАЛЕНКО Александр,м,63,Джейси Мастерс,46.18,342,4,True
477,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,ПЛЕХАНОВ Алексей,м,57,Фитнес Хаус,30.83,1018,1,True
478,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,ЛЕБЕДЕВ Павел,м,57,Мэд Вейв,31.67,939,2,True
479,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,КУЛИК Михаил,м,57,Гравити Спорт,34.84,705,3,True
480,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,УЛОГОВ Юрий,м,58,Спрут,37.02,588,4,True
481,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,55 - 59,КОСТРОМИЦКИЙ Сергей,м,56,Сириус СПб,38.90,507,5,True
482,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,ЗОЛОТАРЁВ Вадим,м,51,Тройка,31.76,837,1,True
483,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,КАЗАКОВ Павел,м,53,АСМ,33.55,710,2,True
484,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,ИВАНОВ Михаил,м,51,Невские звёзды,35.35,607,4,True
485,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,РЯБИНИН Антон,м,54,Мэд Вейв,36.85,536,5,True
486,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,50 - 54,СЕРЕБРЕННИКОВ Андрей,м,54,Волна,39.66,430,6,True
487,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,РЫЖОВ Евгений,м,47,Спрут,31.98,748,1,True
488,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,ПОЗДЯЕВ Евгений,м,47,Радуга,32.13,738,2,True
489,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,ШАРОВ Михаил,м,45,Волна,33.00,681,3,True
490,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,МАКАРОВ Иван,м,46,Гравити Спорт,37.58,461,6,True
491,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,45 - 49,ГОЛЫШЕВ Сергей,м,47,Фитнес Хаус,37.71,456,7,True
492,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,КОВАЛЁВ Иван,м,40,Тройка,31.19,771,1,True
493,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,СКЛЯРОВ Валентин,м,42,Гидра Мастерс,31.97,716,2,True
494,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,ДРУЖИНИН Дмитрий,м,41,Гидра Мастерс,32.04,712,3,True
495,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,ГУБАНОВ Сергей,м,44,Фитнес Хаус,32.30,694,4,True
496,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,МОТОВ Александр,м,41,Гравити Спорт,32.55,679,5,True
497,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,САВЧЕНКО Алексей,м,40,Сириус СПб,38.07,424,7,True
498,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,40 - 44,КУЛАКОВ Александр,м,42,Невские звёзды,38.71,403,8,True
499,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,ВАСИЛЬЕВ Константин,м,36,Гидра Мастерс,32.41,647,2,True
500,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,МАРТЫНОВ Владимир,м,37,Невские звёзды,33.09,608,3,True
501,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,СЛЕПЦОВ Александр,м,36,Невские звёзды,33.29,597,4,True
502,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,ЛОГИНОВ Антон,м,38,Гидра Мастерс,33.31,596,5,True
503,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,АЛЕКСАШИН Александр,м,38,Сириус СПб,33.36,593,6,True
504,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,КАРПОВ Виталий,м,36,Фитнес Хаус,34.94,516,8,True
505,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,35 - 39,СОФЬИН Александр,м,35,Драфт,35.72,483,9,True
506,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,ТИХОМИРОВ Павел,м,34,Драфт,30.03,754,2,True
507,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,ЛУКЬЯНЕНКО Кирилл,м,31,Свимлайф Мастерс,30.53,718,3,True
508,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,КУСТОВ Дмитрий,м,32,Курносов Тим,32.85,576,4,True
509,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,ЖЕЛЕЗОВ Александр,м,30,Плыви Москва,33.16,560,5,True
510,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,30 - 34,ПРОКОФЬЕВ Павел,м,34,Гидра Мастерс,33.85,526,7,True
511,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,50,Брасс,25 - 29,КУЗНЕЦОВ Виталий,м,27,Фитнес Хаус,34.41,494,1,True
512,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,65 - 69,НАГОВИЦЫНА Лариса,ж,66,Цунами,1:21.53,970,1,True
513,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,60 - 64,ЛИБАНОВА Светлана,ж,61,Урал,1:26.44,600,1,True
514,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,50 - 54,БАСКАКОВА Снежана,ж,51,Тройка,1:26.58,474,1,True
515,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,45 - 49,БОГАЧЕВА Мария,ж,49,Фитнес Хаус,1:21.86,507,1,True
516,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,45 - 49,КАВЯЦКЕНЕ Анастасия,ж,49,Фитнес Хаус,1:32.57,351,2,True
517,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,25 - 29,КОНОВАЛОВА Антонина,ж,26,Тройка,1:10.88,594,1,True
518,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,70 - 74,ПЕТРОВ Андрей,м,71,Фитнес Хаус,1:54.39,275,1,True
519,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,65 - 69,ПОДМАРЕВ Тимур,м,68,Невские звёзды,1:17.32,663,1,True
520,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,65 - 69,ОРЛОВ Игорь,м,65,Посейдон,1:35.27,354,2,True
521,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,65 - 69,ЛАПИКОВ Александр,м,69,Желтая субмарина,1:41.71,291,3,True
