Unnamed: 0,date,competition_name,city,pool_length,distance,style,age_category,athlete,sex,age,club,time,points,place,fpm
522,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,60 - 64,КУЛДИН Сергей,м,61,Драфт,1:12.44,681,1,True
523,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,60 - 64,ЛОХОНЯ Максим,м,64,Невские звёзды,1:24.56,428,2,True
524,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,55 - 59,КУДИМОВ Владислав,м,58,Спрут,1:23.61,377,1,True
525,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,55 - 59,ИЛЯШЕНКОВ Игорь,м,57,АСМ,1:24.10,371,2,True
526,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,55 - 59,МУСТАФИН Ринат,м,56,АСМ,1:26.69,339,3,True
527,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,50 - 54,СЛИПЕНКО Константин,м,53,Фитнес Хаус,1:20.05,383,1,True
528,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,50 - 54,АЛЕКСЕЕВ Михаил,м,52,Невские звёзды,1:28.01,288,2,True
529,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,45 - 49,КОРЧИН Денис,м,48,Фитнес Хаус,1:14.45,436,1,True
530,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,45 - 49,ПРАВДИН Дмитрий,м,48,Гидра Мастерс,1:17.15,392,2,True
531,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,45 - 49,ШПРИЦ Михаил,м,48,Гравити Спорт,1:23.65,307,3,True
532,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,40 - 44,МОТОВ Александр,м,41,Гравити Спорт,1:05.89,600,2,True
533,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,40 - 44,КИСЕЛЕВ Александр,м,43,Гидра Мастерс,1:07.61,555,3,True
534,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,35 - 39,СМОРОДИН Максим,м,39,Невские звёзды,1:02.93,643,1,True
535,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,35 - 39,ЗИНОВЬЕВ Андрей,м,39,АСМ,1:04.40,600,2,True
536,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,35 - 39,ПРОХОРЕНКО Федор,м,39,Гидра Мастерс,1:04.60,595,3,True
537,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,30 - 34,КОЛЕСНИКОВ Станислав,м,32,Свимлайф Мастерс,58.42,756,1,True
538,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,30 - 34,ХМЕЛЕВСКИЙ Алексей,м,32,Летс Свим,1:02.62,614,3,True
539,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,30 - 34,МОРОЗОВ Александр,м,32,Гидра Мастерс,1:03.70,583,4,True
540,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,30 - 34,МОРДОВЦЕВ Артур,м,34,Джейси Мастерс,1:06.17,520,5,True
541,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,30 - 34,ШАФОРОСТОВ Максим,м,34,Невские звёзды,1:12.25,400,6,True
542,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Баттерфляй,25 - 29,ФРОЛОВ Никита,м,28,Гидра Мастерс,1:01.98,615,2,True
543,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,80 - 84,АНДРЮЩЕНКО Светлана,ж,83,Невские звёзды,2:14.99,541,1,True
544,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,65 - 69,ГЛАДКОВА Лидия,ж,67,Невские звёзды,1:45.79,434,1,True
545,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,60 - 64,КОЗЛОВА Светлана,ж,60,Невские звёзды,1:26.89,631,1,True
546,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,60 - 64,ПУГАЧЕВА Мария,ж,61,Невские звёзды,1:35.27,478,2,True
547,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,50 - 54,ВОЛЕРТ Татьяна,ж,50,ФИТкультура,1:36.44,346,1,True
548,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,45 - 49,ГРИНЬ Ульяна,ж,48,Радуга,1:22.02,529,1,True
549,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,45 - 49,КОРОЛЬКОВА Елена,ж,45,Невские звёзды,1:30.17,398,2,True
550,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,40 - 44,ПОСТНИКОВА Екатерина,ж,42,Невские звёзды,1:27.90,400,1,True
551,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,35 - 39,ДУБРОВСКАЯ Екатерина,ж,37,Гидра Мастерс,1:20.91,485,1,True
552,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,35 - 39,ШАХОВА Мария,ж,38,Фитнес Хаус,1:25.98,404,2,True
553,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,30 - 34,АЛЕКСЕЕВА Анастасия,ж,34,Невские звёзды,1:13.47,626,1,True
554,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,75 - 79,КОРЕШКОВ Виктор,м,77,Посейдон,1:35.39,665,1,True
555,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,75 - 79,АНДРЕЕВ Игорь,м,79,Невские звёзды,2:10.64,259,2,True
556,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,70 - 74,ГРИЧЕНКОВ Иван,м,74,Гидра Мастерс,1:52.87,298,2,True
557,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,65 - 69,МОНИН Андрей,м,65,Невские звёзды,1:14.19,846,1,True
558,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,65 - 69,МУЗЫЧЕНКО Сергей,м,65,Джейси Мастерс,1:14.85,823,2,True
559,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,55 - 59,ЗУБРИЧ Александр,м,56,Мэд Вейв,1:13.28,624,1,True
560,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,55 - 59,ВАСИЛЬЕВ Дмитрий,м,58,Невские звёзды,1:13.94,608,2,True
561,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,55 - 59,БЕЛОЗЕРЦЕВ Юрий,м,56,Касатка,1:18.78,502,3,True
562,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,55 - 59,ЧЕРНЕНКО Андрей,м,56,Невские звёзды,1:19.46,490,4,True
563,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,55 - 59,ХОРХОРИН Дмитрий,м,58,Фитнес Хаус,1:34.10,295,5,True
564,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,50 - 54,ГАВРИЛОВ Алексей,м,51,Невские звёзды,1:09.88,647,1,True
565,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,45 - 49,БОНДАРЕНКО Павел,м,49,Сириус СПб,1:10.25,565,1,True
566,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,40 - 44,ТАРАБРИН Александр,м,40,Радуга,55.57,1084,1,True
567,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,35 - 39,ЧЕРНИЦА Арсений,м,36,Свимлайф Мастерс,58.70,829,1,True
568,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,30 - 34,ИОГИН Егор,м,31,Свимлайф Мастерс,56.22,891,1,True
569,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,30 - 34,ТОКАРЕВ Вадим,м,32,Гидра Мастерс,1:01.57,678,2,True
570,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,На спине ,30 - 34,ГОЛОВНИН Александр,м,30,Фитнес Хаус,1:02.93,635,3,True
571,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,70 - 74,ШАНГИНА Ирина,ж,70,Невские звёзды,1:30.87,849,1,True
572,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,65 - 69,НАГОВИЦЫНА Лариса,ж,66,Цунами,1:24.32,878,1,True
573,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,65 - 69,КЕДРОВА Ольга,ж,65,Невские звёзды,1:29.54,734,2,True
574,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,ТИХОМИРОВА Татьяна,ж,61,Фитнес Хаус,1:22.39,750,1,True
575,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,ПРОКОФЬЕВА Татьяна,ж,60,Спартак,1:23.93,709,2,True
576,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,СМИРНОВА Любовь,ж,60,Гидра Мастерс,1:45.72,355,3,True
577,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,ПАВЛОВА Елена,ж,60,Невские звёзды,1:57.23,260,5,True
578,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,55 - 59,ПЛОТНИЦКАЯ Светлана,ж,57,Свимлайф Мастерс,1:20.86,697,1,True
579,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,55 - 59,ПРЕСНЯКОВА Светлана,ж,59,Невские звёзды,1:22.86,648,2,True
580,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,55 - 59,ШПАДИ Алла,ж,59,Фитнес Хаус,1:39.16,378,3,True
581,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,БРОНИЦКАЯ Оксана,ж,53,Цунами,1:17.12,701,1,True
582,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,ХОРС Елена,ж,50,Тройка,1:18.48,665,2,True
583,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,БАСКАКОВА Снежана,ж,51,Тройка,1:22.48,573,4,True
584,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,ВЕРБИНА Юлия,ж,52,Тройка,1:23.12,560,5,True
585,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,ГОЛОВНИНА Анастасия,ж,51,Фитнес Хаус,1:29.29,451,6,True
586,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,ВОЛЕРТ Татьяна,ж,50,ФИТкультура,1:36.16,361,7,True
587,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,БОГАЧЕВА Мария,ж,49,Фитнес Хаус,1:19.32,594,1,True
588,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,БАРАНОВА Мария,ж,45,Невские звёзды,1:36.92,325,2,True
589,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,КОСТЕРЕВА Екатерина,ж,49,Фитнес Хаус,1:48.96,229,3,True
590,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,АСТАХОВА Ольга,ж,45,ФИТкультура,1:49.50,226,4,True
591,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,КУЧМАСОВА Елена,ж,43,Драфт,1:14.72,680,1,True
592,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,БРЫНЦЕВА Евгения,ж,37,Мэд Вейв,1:11.08,764,1,True
593,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ЛЕБЕДЕВА Евгения,ж,38,ТимКулик Мастерс,1:22.45,489,2,True
594,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,МАРЧЕНКОВА Алина,ж,36,Драфт,1:23.81,466,3,True
595,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ШАХОВА Мария,ж,38,Фитнес Хаус,1:30.34,372,4,True
596,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ХАУСТОВА Светлана,ж,36,Сириус СПб,1:35.79,312,5,True
597,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ИВАННИКОВА Анна,ж,39,Дримтим,1:38.82,284,6,True
598,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,СЕМЕНОВА София,ж,30,Свимлайф Мастерс,1:11.70,685,1,True
599,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,СТРУГОВА Мария,ж,30,Гидра Мастерс,1:15.96,576,2,True
600,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,СОРОКИНА Татьяна,ж,30,Фитнес Хаус,1:20.94,476,3,True
601,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ЛОГАЧЕВА Анастасия,ж,34,Гидра Мастерс,1:36.19,284,5,True
602,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,25 - 29,БАХИРЕВА Кристина,ж,29,Фитнес Хаус,1:09.73,739,1,True
603,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,25 - 29,ВАРЛАМОВА Дарья,ж,26,Свимлайф Мастерс,1:10.80,706,3,True
604,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,25 - 29,ГИЛЯЗЕВА Елена,ж,25,Фитнес Хаус,1:13.03,643,4,True
605,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,25 - 29,КОНОВАЛОВА Антонина,ж,26,Тройка,1:15.70,577,6,True
606,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,25 - 29,КОСТЕРЕВА Анастасия,ж,27,Фитнес Хаус,1:30.36,339,8,True
607,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,75 - 79,КОРЕШКОВ Виктор,м,77,Посейдон,1:36.75,618,1,True
608,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,75 - 79,ЕРШОВ Олег,м,75,Мещера,1:46.00,469,2,True
609,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,75 - 79,БУРЦЕВ Владимир,м,79,Таврида Мастерс,1:46.67,461,3,True
610,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,70 - 74,ГЕТЬМАН Владимир,м,72,SD Riba,1:25.36,678,1,True
611,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,65 - 69,ДЕРЕВЯНКИН Виталий,м,65,Невские звёзды,1:23.54,604,1,True
612,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,65 - 69,БЕРСЕНЕВ Эдуард,м,69,Цунами,1:31.45,460,2,True
613,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,65 - 69,ЛАПИКОВ Александр,м,69,Желтая субмарина,1:36.88,387,3,True
614,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,ГРЯЗНУХИН Константин,м,62,Мэд Вейв,1:11.25,814,1,True
615,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,НЕНИШИН Юрий,м,61,АСМ,1:12.29,780,2,True
616,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,60 - 64,КОВАЛЬ Евгений,м,61,МКМП,1:22.93,516,4,True
617,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,55 - 59,ЛЕБЕДЕВ Павел,м,57,Мэд Вейв,1:04.87,887,1,True
618,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,55 - 59,ТИТОВ Константин,м,57,АСМ,1:24.80,397,2,True
619,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,ИВАНОВ Михаил,м,51,Невские звёзды,1:19.73,433,1,True
620,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,50 - 54,КАРНАУШЕНКО Сергей,м,53,Фитнес Хаус,1:29.14,309,2,True
621,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,АЛЕКСЕЕВ Андрей,м,46,АСМ,1:05.27,733,1,True
622,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,СЛАБЧУК Юрий,м,46,Гидра Мастерс,1:05.81,715,2,True
623,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,МАРКОВ Сергей,м,46,Свимлайф Мастерс,1:08.97,621,3,True
624,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,45 - 49,ГОЛЫШЕВ Сергей,м,47,Фитнес Хаус,1:17.37,440,4,True
625,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,КОВАЛЁВ Иван,м,40,Тройка,1:01.95,806,1,True
626,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,СКЛЯРОВ Валентин,м,42,Гидра Мастерс,1:02.76,775,2,True
627,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,БАРАНОВ Вадим,м,42,Невские звёзды,1:03.36,753,3,True
628,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,ДРУЖИНИН Дмитрий,м,41,Гидра Мастерс,1:06.92,639,4,True
629,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,САЛОВ Антон,м,40,Драфт,1:09.04,582,5,True
630,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,КИСЕЛЕВ Александр,м,43,Гидра Мастерс,1:09.51,570,7,True
631,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,40 - 44,ПЕТРОВ Дмитрий,м,41,Фитнес Хаус,1:09.82,563,8,True
632,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,СЛЕПЦОВ Александр,м,36,Невские звёзды,1:08.21,542,1,True
633,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ВАСИЛЬЕВ Константин,м,36,Гидра Мастерс,1:08.90,526,3,True
634,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,МАРТЫНОВ Максим,м,38,Невские звёзды,1:10.74,486,4,True
635,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,КАРПОВ Виталий,м,36,Фитнес Хаус,1:13.39,435,5,True
636,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,ЕЛИЗАРОВ Павел,м,37,Плыви Москва,1:14.46,416,6,True
637,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,БУДНИКОВ Дмитрий,м,38,Волна,1:16.00,391,7,True
638,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,КУРАПЦЕВ Алексей,м,36,Гидра Мастерс,1:18.20,359,8,True
639,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,35 - 39,БОГОЯВЛЕНСКИЙ Николай,м,35,Гидра Мастерс,1:18.60,354,9,True
640,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ТИХОМИРОВ Павел,м,34,Драфт,1:01.15,734,1,True
641,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ТИХОМИРОВ Александр,м,34,Гравити Спорт,1:02.49,688,3,True
642,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ХМЕЛЕВСКИЙ Алексей,м,32,Летс Свим,1:04.15,636,4,True
643,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,БАХАРЕВ Григорий,м,33,Гидра Мастерс,1:07.34,549,5,True
644,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ШАФОРОСТОВ Максим,м,34,Невские звёзды,1:11.10,467,6,True
645,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,КОСАРЕВ Иван,м,33,Драфт,1:11.20,465,7,True
646,05.01.2025,Рождественский Кубок 2025,Санкт-Петербург,25,100,Комплексное плавание ,30 - 34,ЮРИН Павел,м,31,Фитнес Хаус,1:15.18,395,9,True
